sample_id,group,combination,clean_id,prediction_png,prediction_sha256,target_png,target_sha256,psnr,ssim,latency_ms,program_levels,parallel_levels,active_skill_calls,reentry_requests,unexpected_activations,precycle_graphs,dropped_edges,peak_reserved_fraction
test/A/dark + noise/015,A,dark+noise,015,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/015.png,f373c61c3ad4bd0c2bedddfc0d994d1c9fdb67b5f39952a5df985a82f2998291,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/015.png,286adb5a1c45ee88f14e1b16e3af420910584bf5ebdd72c40cf75317559c731f,24.566253662109375,0.9107468994059061,464.193731546402,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/016,A,dark+noise,016,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/016.png,f0464f68ca0dd418ac7f4b3dffb30a821ec6d4d95a6555d479eb9967df713364,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/016.png,ddc71b4b9bd2a57cabf985c7743b8ff7083a0d9205008603edb440ba27da9313,28.055131912231445,0.9077441086488268,1549.8999953269958,2,0,2,0,0,0,0,0.11705221431554808
test/A/dark + noise/017,A,dark+noise,017,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/017.png,b0c66b4909e8233b238c835fc9301f9cb19a094006fed2dfd02328e33b5d3f13,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/017.png,ab3ab0c03c2d8c9c0befbcad219fae23c9795fdf99d664630f4f4febbd02c519,27.585561752319336,0.8899380536683242,464.5996391773224,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/018,A,dark+noise,018,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/018.png,c1513fbfab9d13371726a24f731bb2b7ad604ad1a827b52c51e3c41b13806d68,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/018.png,66db8e4aeb78f506ae4415572eb910726c3f16ede70138093ab4eced187b8df1,22.221832275390625,0.6941411711534242,564.9735927581787,2,0,2,0,0,0,0,0.11705221431554808
test/A/dark + noise/019,A,dark+noise,019,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/019.png,81a2ec0b3744be90b9ddb9702917ee882eba42ece8cc5b40ec94d3b911abdd37,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/019.png,fb026cef85a4f7e64ad7c5f064ed15de1f04a7a7b6bde70b28ee78a55db21aeb,27.28725814819336,0.9366300703055931,462.85465359687805,2,0,2,0,0,0,0,0.11705221431554808
test/A/dark + noise/020,A,dark+noise,020,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/020.png,96d1e0046525d67dde364a4db174d05332068ab5e3fee237704bb143a5bfbfa9,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/020.png,daa15d9f51eab9eca70197a7f05df7873e3eab75e432b0a81fe9488be552f37a,24.424625396728516,0.8700980925381318,564.5745098590851,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/023,A,dark+noise,023,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/023.png,5165b350f86a00abb7c19f2a805c2e09923c9f4c024cfe2d64ad846c579d66eb,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/023.png,befde78eca5789c87200ca1e2ac905ba8ad5706b50af86454bd30bc857c90e02,26.376962661743164,0.9209016656857049,463.35405111312866,2,0,2,0,0,0,0,0.11705221431554808
test/A/dark + noise/024,A,dark+noise,024,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/024.png,d103f065905967a8a4f700dace4d85fd435f2108afc82fc59ec71b9c6e35a68d,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/024.png,e51441e174dd8dc0c47872ccb4221ab3f054b716588ee0f42d58a56098bd9538,19.85425567626953,0.867336490425179,468.25677901506424,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/025,A,dark+noise,025,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/025.png,49177146619d05ea456ea5a2a29dd81f617acb5e3df4a12873c3b1679b4d2c13,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/025.png,f384d4a9bc3c31bc29038378f849002dc4ff2db373d852b732f5cfc24ebed244,27.311256408691406,0.7713278432559505,465.98269045352936,2,0,2,0,0,0,0,0.11705221431554808
test/A/dark + noise/026,A,dark+noise,026,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/026.png,faf50910dd8085b2616d7f4aec7043171c63fa6622ed98a492593c6b0404c314,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/026.png,cfce1d4c02a00f28988a64f63cd538c4147c3a72c147a6549d71f1105d671224,28.106399536132812,0.8528949673972651,571.1174383759499,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/027,A,dark+noise,027,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/027.png,5cfe0e135344cd09ab354cd6ed865fb73febc136ada8cf88a3ddb7b328e31f4e,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/027.png,d69be3d26f3d3c95ffd9de3bd8d565120e0f09fb4aa84c72ae18d8fc4f871aae,28.611492156982422,0.8533779744844657,566.6538774967194,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/028,A,dark+noise,028,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/028.png,50830d10ee4796f1b0d477447d4a9af026894190f0cb668c1bb267bb1fc2077c,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/028.png,181f97da79059de1a93d1a0d30f6851393282c6af8b607d83ce29ab8c9dbf771,30.197420120239258,0.9038867508225683,463.1836339831352,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/029,A,dark+noise,029,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/029.png,008ff0f973336f345317880ef601e5e24fb52f3ec188d25b3ca9575009bd7290,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/029.png,3c7f43d0544ada8d7b64d7bb197621349fa1dcdf8400fb6128afaf8787814556,25.488422393798828,0.6886591672168588,463.6683762073517,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/030,A,dark+noise,030,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/030.png,a6118f6cf103b220f6135a7ff47f73ef3d3a2cb56a37df3c2f168b6394264310,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/030.png,576b0158cf5a541dd6aaf522902400e8ba3175aacca36d9df22951f52acf3f2f,28.767906188964844,0.9091329394531891,1161.6348177194595,2,0,2,0,0,0,0,0.11705221431554808
test/A/dark + noise/033,A,dark+noise,033,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/033.png,a8d195a3a185b2b05b06f9c5c2f4b4d53af1dc814d8b5dafa846d1e219fbe29b,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/033.png,9590f1419e378254c01f330c248e12e8a62792b04a27b72daf2c0afd6c41c758,22.667491912841797,0.7009889311692339,1060.9247162938118,2,0,2,0,0,0,0,0.11705221431554808
test/A/dark + noise/034,A,dark+noise,034,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/034.png,9dfa370d6e6f1817c4a249e1e37dcb860ca1fc544aa5998a9094b89dfaaf1db3,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/034.png,0575cc2334f8f50fcbd3d9f58173645db8764f938ee55e8899084ca2b66fd018,26.62116050720215,0.6408479553094176,1889.929473400116,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/035,A,dark+noise,035,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/035.png,c3304334d83fe275ddedcb0e174b51251fd5f881ce38785cf6c6ba18ec7b63a1,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/035.png,4e230744a9cb7c3ebe976ae7267155312b876fb355283b4938b34b758aef7ff9,25.955158233642578,0.8862290785116863,563.4839236736298,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/036,A,dark+noise,036,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/036.png,df30ccbdf211505991f676ea5440792efb561f53042862ff3b3fa5328246fd16,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/036.png,409fbd0ad51be33e9e2711cb7b22cb39999eaac6e278ca1621c20300be446d76,24.524736404418945,0.5835974177756932,463.84644508361816,2,0,2,0,0,0,0,0.11705221431554808
test/A/dark + noise/037,A,dark+noise,037,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/037.png,5b6e89960e79a0e91e16378ae195e09360fdba9ccff171387fbaee88e2ddd8f3,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/037.png,8f31abe11ce5d5377f131fdc788024ffb8d5cfdda501c06a64ca1fc80fab0d07,30.718420028686523,0.9242347144573161,462.83042430877686,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/038,A,dark+noise,038,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/038.png,17fd3c49b77776735f8597aa42e5d0158c34fd85d06c86dd06225a7d2258840d,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/038.png,fe7df2186482ca2cc105baed74cb1da9667b3b03e1629055880b6012db131aa1,28.22588348388672,0.8559908610427481,1058.9580535888672,2,0,2,0,0,0,0,0.11705221431554808
test/A/dark + noise/039,A,dark+noise,039,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/039.png,f969de0fce3899f5a22c72a6d4c9cf4d9ac4f64a16231ade98c8f5bd1586c58b,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/039.png,a2038f7610363fb1916197e0557fa84b50b610d86885a2d6409f9e3aa75fbbcd,22.511917114257812,0.8865281229045481,463.8015031814575,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/040,A,dark+noise,040,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/040.png,06c8ed01a93c1ac67a7c6988c3dddbe0cd2f239c8b5b2412886d1b96212468cd,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/040.png,c5a9e4bb9d84a6734bdc04c272c48c1b17b150a1e346afab2338eb0ba41f1464,21.573928833007812,0.6804702276083423,1311.7565661668777,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/043,A,dark+noise,043,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/043.png,79f07dd55f4dbfa63be45410252b2a90eccd6d63fe2a07a2cdd7602333d6bacc,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/043.png,15880c27b3101797c4e5896dee7349ad832ac1c49fcd0c559b357f4e28296b4d,31.114364624023438,0.9488721811601218,469.8817953467369,2,0,2,0,0,0,0,0.11705221431554808
test/A/dark + noise/044,A,dark+noise,044,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/044.png,c1f48c31ef26d2c766580a6b805f0f15f66e1aaa666ca65c71e914855036ae2a,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/044.png,0645011c1dc3777ab263df617d1747b902c2d321de6f939549cfbe43eabc9245,29.345979690551758,0.8867042420361811,464.0001207590103,2,0,2,0,0,0,0,0.11705221431554808
test/A/dark + noise/045,A,dark+noise,045,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/045.png,52412f7886b80f1e76ace6f67e97b1e6eb91158b83a45c8ce52b551ea825e586,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/045.png,d3e352c98c1fe9df1181c1e362bb9c3ba3a1d077456198796083821dab20d1fc,24.059703826904297,0.732951686589093,463.33547681570053,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/046,A,dark+noise,046,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/046.png,ea572bb84d2a427003b5fe1909e5af2c0f27d7a8c75ae92e4ea52ed556591313,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/046.png,af4b21bf96515f2ff4f97a4990856b43ae02a1d8f39909428228a2612b5f936f,27.48224449157715,0.9549993586108892,463.9407843351364,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/047,A,dark+noise,047,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/047.png,fe29ec3ab077e3808a229ea38eaabe229ce0b069e281a5d31153f6bbb8859609,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/047.png,8ecf454f7d68ca4ebf19b2b4a22275d3bb344666e4e483fda2c8cb84d5ff94db,26.754751205444336,0.7668429785311774,564.7879168391228,2,0,2,0,0,0,0,0.11705221431554808
test/A/dark + noise/048,A,dark+noise,048,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/048.png,7dd9f35e1ee21ac0d29d09967b1c62f01369d0f480129e9bfd27901d37cf3641,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/048.png,b74e449ab10a96799f5e791f68de34dcfaf90a4befdb242cee372f6743841606,24.745685577392578,0.8828318006039486,464.2367288470268,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/049,A,dark+noise,049,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/049.png,791c3c36c347cbdbed85967f34793efb341a746a9c85d095d3046a115ae8dc24,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/049.png,bdd8f4cec02d5659a12541bb32718429d397d6be195679045764e31574c4f226,24.92180633544922,0.8913878673566348,471.15056961774826,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/050,A,dark+noise,050,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/050.png,0abc1408be7c42895706585d6359acfc0c1d357dcb5ddc81ebdbb9b162f1e26d,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/050.png,c4cfbc77b28b145af37ea26b0b501d69633ebdedd3ce9a90d5760063ee95f492,23.033321380615234,0.7315743632836348,565.0748014450073,2,0,2,0,0,0,0,0.11705221431554808
test/A/dark + noise/053,A,dark+noise,053,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/053.png,d3a01ace2368e3bf595b4062271c1b499d62ec988f817fb83b7d3166bad2ef33,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/053.png,6b1f2208c72adcd28d96a15d538bbfbe27cb5a21be416b6f30fa836b12ac867d,33.75093078613281,0.9324589110960055,465.2380272746086,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/054,A,dark+noise,054,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/054.png,b42b5a7dc829670aef09674f9d3fddef6158c7324dc0f4a46ac757f0404ec047,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/054.png,699ffde2d8d110e52811d39e5b9d745965d4211dd2312f453ce367f1bc0e66f5,22.271934509277344,0.8181850658517295,462.7467542886734,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/055,A,dark+noise,055,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/055.png,289f69f15257fdf2a0f5a99ad4749f8ec28972bfc6c0a9c9d30bc76441247a45,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/055.png,5a59c6f9051a70f1c3ad8e9550b2a21322ef8ad71bd70085fb2330f6f6da3948,26.574844360351562,0.8647891867536399,565.1171952486038,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/056,A,dark+noise,056,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/056.png,574878c094b90097b0953e78a6dbd7b7e3d536ce8a0f009653eca0f9214fd912,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/056.png,c5f28866f72e2d370875385eb6575124b0735f8f927fae1c07ff7151e200c956,27.581003189086914,0.9069366647111018,414.53881561756134,2,0,2,0,0,0,0,0.11705221431554808
test/A/dark + noise/057,A,dark+noise,057,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/057.png,1c605b3537fbaac01bf4872d05b1771f97cfa11abaf307e3c4937e9ec35471ad,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/057.png,42353ae75793843947c257055d87e0568db28ed51b9a5d87cc0d6a0dafb242af,31.076324462890625,0.9082107798466007,463.28043192625046,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/058,A,dark+noise,058,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/058.png,4bda9f4d5d06c601bd29d7c12017d30304d107ef20ebb089a11f9ea64ba9876a,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/058.png,e50e67dc4e57dc18d552546044c5ca169fdb26de4d5d81650d00d4b0f3ab7e76,31.07940673828125,0.9359586213794763,463.967427611351,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/059,A,dark+noise,059,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/059.png,f47cd2d88ac427ec4d3d9a20cff704288ae889efbf6971d574696f4fe9e9a8fd,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/059.png,e60c8277194566df02c7cefc895d1390756059f7a29ac67206ec202f1b897add,28.950368881225586,0.8944393460284165,512.9760801792145,2,0,2,1,0,0,0,0.11705221431554808
test/A/dark + noise/060,A,dark+noise,060,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/dark+noise/060.png,33bd6ecf5c35af35fe51e16bfa58e3954e135e3b684f183a8ce1ebf71fef3bf5,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/060.png,d173273231bf0b68767ae3e287f4f34baa71e7d986a98c43a41fa9668fd8a0d4,27.47372055053711,0.8921981306037382,463.87604624032974,2,0,2,1,0,0,0,0.11705221431554808
